success,content,method,pattern_matched_start,pattern_matched_stop,char_count,word_count,filepath,filename,error
True,"We succeeded the growth of F-substituted ROBiS2 (R: La, Ce, Nd) single crystals by using CsCl/KCl flux with different rare earth metals and F substituted contents. The increase of F contents in the starting materials enhanced substituted values of F in the single crystals, but the further increase from 70 % in the starting materials gave the maximum substituted values in the single crystals. These maximum substituted values in the single crystals depended on different rare earth elements. The transport properties of the obtained single crystals were investigated. While their superconducting anisotropies (γs) of the single crystals of RO1-yFyBiS2 (R: La, Nd y = 0.23-0.46) were estimated to be 30-45, that of R = Ce (y = 0.53-0.66) became lower values of 13-21. The F-substituted CeOBiS2 single crystals exhibited magnetic order at about 7 K in addition to the superconducting transition at approximately 3 K. Further investigation of obtained single crystals is needed for the origin of these exceptional properties.",section_header_strict,4. Conclusions,Acknowledgments,1024,160,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/1310.1213v2_full.txt,1310.1213v2_full.txt,
True,"In summary, we have successfully synthesized a series of BiS2-based Sr1-xLaxFBiS2 polycrystalline samples. Through the measurements of resistivity and magnetic susceptibility, the parent compound was found to be semiconducting-like with an thermal activation energy Eg ∼38 meV. Via the partial La doping on Sr sites, however, the resistivity decreases sharply, and ultimately superconductivity emerges as x > 0.3 and it reaches Tc of 3.5 K at the optimal level of x = 0.55. The superconducting samples undergo a metal to semiconductor transition/crossover below Tmin, which is seen to be gradually suppressed with further doping whilst Tc remains nearly unchanged above the optimal doping. Hall effect measurements for the La-doped samples confirm that the sign change of RH from positive to negative may be ascribed to the suddenly topology change of the Fermi Surface. A drop in RH and the non-linear transverse resistivity ρxy with field are associated with the multi-band effect or a CDW instability. According to these measurements, an electronic phase diagram is thus established.",section_header_strict,4. Conclusion,Acknowledgments,1086,166,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/1310.1695v2_full.txt,1310.1695v2_full.txt,
True,"In conclusion, we have successfully synthesized BiS2-based CeO0.5F0.5BiS2 superconductor. MT-curve showed ferromagnetic signal at below 4K. CeOBiS2 sample showed bad metal behavior and Tc = 2.5K has been observed in CeO0.5F0.5BiS2 sample. R(T)H of CeO0.5F0.5BiS2 exhibited an upper critical field of above 1.2Tesla. We have observed coexistence of ferromagnetic and superconductivity for the CeO0.5F0.5BiS2 compound. Our results are in confirmation with only report of superconductivity in polycrystalline CeO0.5F0.5BiS2 [8]. Very recently, after submission of this work, an article has appeared on cond-mat arxiv related to single crystal growth of superconducting CeO1-xFxBiS2 with magnetic anomalies in low temperature regime [23].",section_header_strict,Conclusion:,Acknowledgements,734,99,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/1310.4634v3_full.txt,1310.4634v3_full.txt,
True,"In conclusion we report on a synthesis, crystal structure and SC properties of a new Se-containing layered superconductor: LaO0.5F0.5BiSe2, obtained by replacement of sulphur for selenium in recently reported BiS2 - type superconductors. By this substitution the volume of the crystal unit cell increases and the c-parameter expands from 13.3157 Å to 14.01567Å. The new superconductor exhibits bulk superconductivity with Tc = 2.6K. DC magnetization measurements revealed a superconducting shielding fraction of approximately 80 %, which is at least twice higher in comparison to that found in corresponding sulphide LaO0.5F0.5BiS2. Moreover, bulk superconductivity in LaO0.5F0.5 BiSe2 was confirmed by µSR experiments. No superconducting transition was observed in analogous phases: LaO0.5F0.5SbS2 with antimony substituted for bismuth and LaO0.5F0.5BiTe2 with tellurium for Se.",section_header_strict,4. Summary,Acknowledgements,879,121,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/1310.8131v2_full.txt,1310.8131v2_full.txt,
True,"the S site Se substitution showed detrimental effect on superconductivity of Bi4O4S3. Key Words: BiS2 based new superconductor, structure, Magnetization and electrical transport. PACS number(s): 74.10.+v, 74.70.-b, 74.25. Ha, and 74.25. Fy *Corresponding Author: E-mail: awana@mail. npindia. org Ph. +91-11-45609357, Fax-+91-11-45609310; Homepage www. fteewebs. com/vpsawana/ Introduction The discovery of superconductivity with superconducting transition temperature (Tc) of around 4.5K in Bi4O4S3 [1, 2] with tetragonal I4/mmm structure has generated tremendous interest among condensed matter scientific community. The novel BiS2 based superconductor consists of a layered crystal structure built from BiS2 layers and Bi4O4(SO4)1-x block layers, where x indicates the deficiency of SO4 2- ions at interlayer sites [3]. Within few weeks, several other BiS2-based superconductors, with composition ReO1-xFxBiS2 (Re = La, Ce, Pr, Nd) [4-7] appeared, with Tc as high as 10 K. Evidently, these compounds have a common BiS2 layer, which serves as the basic building blocks of this new superconducting family. The carrier doping mechanism in the new BiS2 based superconductors is seemingly the same as for the high Tc cuprates and Fe-Pnictides [4-10]. There are some doubts about the exact crystal structure and superconducting composition of the Bi4O4S3 superconductor [8]. A recent extensive study of these compounds showed that Bi4O4S3 is actually a two-phased material [9]. The two phases are namely Bi2OS2 and Bi3O2S3 and most likely the later one exhibits the superconductivity. Theoretical studies indicated that the Fermi level lies within the conduction bands, which are originating from the Bi 6p orbitals in the BiS2 layer [11-13]. Also exotic multi-band behavior has been reported in the Hall coefficient measurements and it is shown that the charge carriers are mainly electron-type [14]. The chemical doping in the main phase of these superconducting compounds could be a powerful way to increase their Tc and to understand possible mechanism of superconductivity. In one report, Ag has been doped in Bi4O4S3 compound and it is shown that the lattice shrinks gradually with Ag doping and the Tc is suppressed [15]. Keeping in view that there exists only scant reports [15] on the on-site substitution in Bi4O4S3, we report here the effect of Se substitution at S site in bulk polycrystalline Bi4O4S3-xSex (x=0, 0.03, 0.09 and 0.15). All the studied samples are crystallized in near single phase and the superconductivity is seen to decrease with increase in Se content. For higher (x > 0.15) content of Se in Bi4O4S3-xSex, the resultant material becomes clearly multi phase and the on-site substitution was not possible. It is shown that, Se doping at S site has detrimental effect on superconductivity of Bi4O4S3. Experimental Polycrystalline Bi4O4S3-xSex (x = 0, 0.03, 0.09 and 0.15) samples are synthesized by standard solid state reaction route via vacuum encapsulation. High purity Bi, S, Bi2O3, and Se are weighed in stoichiometric ratio and ground thoroughly in a glove box under high purity argon atmosphere. The mixed powders are subsequently palletized and vacuum-sealed (10-3 Torr) in a quartz tube. Sealed quartz ampoules are placed in Box furnace and heat treated at 4000C for 10h with the typical heating rate of 2oC/minute, and subsequently cooled down slowly over a span of six hours to room temperature. This process was repeated twice. X-ray diffraction (XRD) was performed at room temperature in the scattering angular (2θ) range of 10o-60o in equal 2θ step of 0.02o using Rigaku Diffractometer with Cu Kα (λ = 1.54Å). Rietveld analysis was performed using the standard FullProf program. The electrical transport and magnetization measurements were performed on Physical Property Measurements System (PPMS-14T, Quantum Design) as a function of both temperature and applied magnetic field. Results and discussion Figure 1 shows the Rietveld refined XRD patterns at a room temperature for Bi4O4S3-xSex (x = 0, 0.03, 0.09 and 0.15) samples. Reported Wyckoff positions [2] and space group I4/mmm with the tetragonal structure are used to refine the XRD pattern. Some impurities of Bi and Bi2S3 are also seen in the main phase of the Bi4O4S3. The content of Bi2S3 phase slightly increases with increase in Se content. The refined lattice constants of Bi4O4S3 are a = 3.9708(2) Ǻ and c = 41.357(1) Ǻ, and the same slightly increases to a = 3.9717(1) Ǻ and c = 41.419(3) Ǻ for x = 0.15 sample. It is clear from XRD data the lattice slightly expands due to bigger ion Se doping at S site. Temperature dependent dc magnetic susceptibility (M-T) data under 10 Oe magnetic field for the studied Bi4O4S3-xSex samples are shown in Figure 2(a). Magnetization measurements are performed in both ZFC (Zero Field Cool) and FC (Field Cool) modes. Clear diamagnetic transitions are seen at around 4.4 K for Bi4O4S3, 4.2 K for Bi4O4S2.97Se0.03, 3.7 K for Bi4O4S2.91Se0.09, and 3.5 K for Bi4O4S2.85Se0.15. It is clear that though all studied samples show superconductivity, but the Tc is decreasing with increasing Se doping level. Below Tc, the bifurcation of the FC and ZFC data is simply due to the complicated magnetic flux pinning effects. Both the FC and ZFC magnetization data confirmed the appearance of bulk superconductivity in Bi4O4S3-xSex samples. Figure 2(b), represents the AC magnetic susceptibility of the Bi4O4S3 sample, confirming the bulk superconductivity at around 4.5 K. The AC magnetic susceptibility measurements have been carried out at 333 Hz and varying amplitude of 5 - 13 Oe. It can be seen from Fig. 2b, that the imaginary part peak height is increased along with increased diamagnetism in real part of AC susceptibility with change in amplitude from 5-13 Oe. The interesting part is that with increasing AC amplitude the imaginary part peak position temperature (4.5 K) is not changed. This indicates, that the superconducting grains are well coupled and hence nearly no grain boundary contribution in the superconductivity of Bi4O4S3. Inset of the Fig. 2b depicts the Real part of AC susceptibility being measured at applied DC bias fields of up to 4 kOe at temperature 2 K. The upper critical field (Hc2) being determined from in-field AC susceptibility measurements, is 0.5 kOe and 1.973 kOe with 50% and 90% diamagnetism criteria, respectively. The Resistivity versus temperature (ρ-T) plots for Bi4O4S3-xSex (x = 0, 0.03, 0.09 and 0.15) samples in zero magnetic field are shown in Figure 3. It can be seen from the ρ-T plots that resistivity increases slightly with increasing of Se doping. All samples showed superconductivity, with Tc onset of 4.5 K for Bi4O4S3 and 4.0 K for the x = 0.15. This indicates that the superconductivity is suppressed with the Se doping in the Bi4O4S3-xSex compounds. It is clear indication that the superconductivity in Bi4O4S3 compound is not due to Bi impurity. This is because the Bi content is fixed for all samples and the substitution is done only at S site. Inset of the Figure 3 shows the temperature dependent resistivity in expanded temperature range of 300 - 2.2 K. It can be seen that the all samples exhibit metallic behavior with slightly increasing resistivity for Se doped compounds. Figure 4 (a), (b), and (c) shows the temperature dependence of resistivity under applied magnetic field for Bi4O4S3-xSex (x = 0, 0.03 and 0.15) samples. Superconductivity is seen at below 4.5K for pristine Bi4O4S3 and the same decreases with Se doping. With increasing applied magnetic field, though both the Tc onset and Tc (ρ = 0) are gradually shifted to lower temperatures, but the shift is comparatively more for the later. This results in broadening of the superconducting transition under applied field, which is similar to the high-Tc layered cuprates and Fe-pnictide superconductors [16, 17]. Figure 5 exhibits the temperature dependent of upper critical field (Hc2) for Bi4O4S3-xSex (x = 0, 0.03 and 0.15) samples. The Hc2 is evaluated by using resistivity drops to 90% of its normal state value i. e., ρn(T, H) at above Tc onset. The conventional one-band Werthamer-Helfand-Hohenberg (WHH) equation Hc2(0) = - 0.693Tc(dHc2 /dT)T=Tc has been used to evaluate Hc2. Thus calculated upper critical field Hc2 WHH(0) is 2.3 Tesla for Bi4O4S3, 2.1 Tesla for Bi4O4S2.97Se0.03, and 1.8 Tesla for Bi4O4S2.85Se0.15. It is clear that the Hc2 is decreasing with increase in Se doping concentration. The temperature derivative of resistivity (dρ/dT) for the three superconducting samples Bi4O4S3-xSex (x = 0, 0.03 and 0.15) are shown in Fig. 6 (a), (b) and (c) respectively. Though dρ/dT peak is broadened with field yet only a single transition peak is observed, suggesting better grains coupling in these systems. The broadening of the resistive transition under applied magnetic field can be seen in terms of dissipation energy caused by the motion of vortices in the mixed state. This suggests that superconducting onset is relatively less affected than the Tc (ρ = 0) state. The transition broadening is caused by the creep of vortices, which are thermally activated. The temperature dependence of resistivity in this region is governed by Arrhenius equation [18], ρ(T, B) = ρ0 exp[- U0/kBT] (1) Here, ρ0 is the field independent pre-exponential factor, kB is the Boltzmann's constant and U0 is thermally activated flux flow (TAFF) activation energy. Activation energy can be obtained from the fitted low temperature resistivity data with the Arrhenius equation. Figs. 7(a), (b) and (c) show the experimental data in terms of ln(ρ) vs. T-1 along with the fitting to equation 1. The best fitted data give values of the activation energies to be 18.60 meV for Bi4O4S3, 13.69 meV for Bi4O4S2.97Se0.03 and 13.16 meV for Bi4O4S2.85Se0.15 samples in applied magnetic field of 200 Oe. In low field region, though the activation energy shows weak dependence i. e. U0/kB ~ H-0.35, but is strongly dependent in high field range as U0/kB ~ H-0.85, it could be clearly seen that the field dependence of U0 is different for lower and higher field ranges. This has been observed earlier for some other superconductors as well [16, 17]. In summery we have synthesized near single phase bulk polycrystalline samples Bi4O4S3-xSex (x = 0, 0.03, 0.09 and 0.15) compounds and it is found that the S site Se doping deteriorates superconductivity in Bi4O4S3 system.",inline_phrase,In conclusion,Acknowledgements,10420,1662,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/1311.0161v2_full.txt,1311.0161v2_full.txt,
True,"In this section, we will discuss the interesting points of CeO1-xFxBiS2. We found that ferromagnetism and superconductivity simultaneously develop with systematic F doping. In particular, two ferromagnetic phases with respective transition temperatures of 4.5 K and 7.5 K were induced with increasing F concentration. This result indicates that carriers generated by F doping are provided to, not only the superconducting BiS2 layers, but also the blocking CeO layers. Thus, we suggest that the observed two ferromagnetic phases are a result of the change in the valence of the Ce ion with changing the F concentration. We found that bulk superconductivity of CeO1-xFxBiS2 could be induced with x ≥ 0.6 in the HP samples. Interestingly, the F concentration where bulk superconductivity appears corresponds to the F concentration where ferromagnetism with a transition temperature of 7.5 K. In this regard, we assume that superconductivity and ferromagnetism are linked to each other in the CeO1-xFxBiS2. In fact, the region with F concentration level of x ≥ 0.7 corresponds with the F concentration where the XRD peaks show the obvious change from the tetragonal phase with lower F concentration. Above x = 0.7, the crystal structure is possibly optimized for the appearance of both ferromagnetism and bulk superconductivity due to high F concentration. In order to reveal this simultaneous development of ferromagnetism and bulk superconductivity, it is quite important to carry out crystal structure analysis and measurements sensitive to the magnetic ordering and the valence state of the Ce ion using single crystals of CeO1-xFxBiS2. Conclusion We found that the coexistence of bulk superconductivity and ferromagnetism can be realized in the BiS2-based superconductor CeO1-xFxBiS2 prepared by high-pressure annealing. In the as-grown samples, weak superconductivity phase and two kinds of ferromagnetic orderings with transition temperatures of 4.5 K and 7.5 K are induced through the continuous substitution of F. This result indicates that carriers generated by the F substitution contribute to both the superconducting and blocking layers. Furthermore, we found that Tc can be increased from 3 K to 8 K by high-pressure annealing at x = 0.7 and 0.9. These samples show strong diamagnetism while keeping the ferromagnetic ordering. Therefore, bulk superconductivity and ferromagnetism intrinsically coexist in CeO1-xFxBiS2 prepared with high-pressure annealing. The enhancement of Tc is achieved around x = 0.7, where the higher temperature ferromagnetic phase (7.5 K) becomes dominant. This fact implies that the appearance of the higher Tc is linked to the evolution of ferromagnetism with the higher magnetic transition temperature of 7.5 K. The CeO1-xFxBiS2 system is a potential system for discussing the correlation between superconductivity and ferromagnetism, and for further applications in superconductivity.",section_header_strict,Discussion,Acknowledgements,2925,435,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/1311.4267v1_full.txt,1311.4267v1_full.txt,
True,"In this study, we have systematically synthesized the Ce1-xNdxO0.5F0.5BiS2 polycrystalline samples, and investigated the crystal structure and superconducting properties. On the basis of systematic investigation on the lattice contraction and the susceptibility, we found that chemical pressure effect induced lattice shrinkage along the a axis. Bulk superconductivity was observed for x ≥ 0.4, and the transition temperature was enhanced with increasing Nd concentration. In this system, the chemical pressure along the a axis upon Nd substitution seemed to be linked with the inducement of bulk superconductivity. However, the chemical pressure effect on Tc in CeO0.5F0.5BiS2 does not completely correspond to the external pressure effect. To clarify the detailed correlation between superconductivity and crystal structure, studies using single crystals are required.",section_header_strict,4. Conclusion,Acknowledgement,870,120,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/1311.4272v1_full.txt,1311.4272v1_full.txt,
True,"In conclusion, the synthesized BiS2-based superconductor PrO1-xFxBiS2 (x=0.1-0.9) is crystallized in a tetragonal P4/nmm space group. Reitveld refinement results indicated successful substitution of F at O site. Both electrical resistivity and DC magnetic susceptibility measurements showed bulk superconductivity below 4K. The upper critical field [Hc2(0)] for the optimized PrO0.3F0.7BiS2 sample is estimated over 4 Tesla from ρ(T, H) measurements. The flux flow activation energy is estimated to be 54.63 meV in 0.05 Tesla field for PrO0.3F0.7BiS2 sample. Hall measurement and thermal transport results indicate dominance of electron charge carriers along with strong electron correlation in this compound. Though the Tc of F doped ReOBiS2 is relatively low (2-10K), yet their layered structure, the character ground state, doping pattern, broadening of superconducting transition under magnetic field along with higher S and low κ could put them close to high Tc cuprates and Fe pinctide superconductors.",section_header_strict,Conclusion:,Acknowledgement:,1008,144,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/1312.3707v2_full.txt,1312.3707v2_full.txt,
True,"We have synthesized the polycrystalline samples of new layered bismuth-sulfide LaO1-xFxBiS2. To investigate the thermoelectric properties, the electrical resistivity and Seebeck coefficient at high temperature up to 480 ºC were measured. LaOBiS2 showed a metallic behavior of electrical resistivity above 270 K while it showed a semiconducting behavior below 270 K. It was found that the value of the electrical resistivity decreased with F substitution. The Seebeck coefficient decreased with increasing F concentration. The highest power factor of 1.9 µW/cmK2 at 480 ºC was obtained for LaOBiS2. Although the obtained power factor was lower than those of the thermoelectric materials on practical use, we will be able to improve the thermoelectric properties by manipulating the blocking layer in the BiS2-based",section_header_strict,4. Conclusion,"layered family. 
 
 
Acknowledge",813,120,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/1312.4694v1_full.txt,1312.4694v1_full.txt,
True,"In conclusion, we have successfully synthesized BiS2-based superconductor NdO1-xFxBiS2 (x=0.1-0.9) by solid state vacuum encapsulation technique. Reitveld refinement of XRD pattern show that all the samples are crystallized in a tetragonal P4/nmm space group and the lattice parameters decrease with the F-doping. The bulk superconductivity with maximum Tc of 5.25K and nearly 100% shielding volume fraction at 2K is seen for nominal x=0.7. Electrical resistivity measurements showed that under applied magnetic field both Tc onset and Tc (ρ =0) decrease to lower temperatures and an upper critical field Hc2(0) of above 3Tesla is estimated for NdO0.3F0.7BiS2 sample. The activation energy in the magnetic field range 0.02 to 2Tesla has been estimated from 62.66meV to 0.12meV. Hall measurement results indicated dominance of electron charge carriers in this compound.",section_header_strict,Conclusion:,Acknowledgement:,868,127,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/1401.4811v2_full.txt,1401.4811v2_full.txt,
True,"we investigated the crystal structure and superconducting properties of As-grown and high-pressure-annealed PrO0.5F0.5BiS2. We found that high-pressure annealing generates uniaxial lattice contraction along the c axis. Both As-grown and high-pressure-annealed PrO0.5F0.5BiS2 show bulk superconductivity. The Tc of PrO0.5F0.5BiS2 is clearly increased from Tc zero = 3.6 K to Tc zero = 5.5 K by high-pressure annealing. Unexpectedly, the semiconducting characteristics are relatively enhanced by high-pressure annealing. Namely, we assume that the increase in Tc cannot be explained by an increase in the number electron carriers. Having considered these facts, we conclude that the increase in Tc correlates with the uniaxial lattice contraction along the c axis in PrO0.5F0.5BiS2.",inline_phrase,"In summary,",Acknowledgements,780,108,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/1401.7506v2_full.txt,1401.7506v2_full.txt,
True,"our ARPES results show two small electronlike FSs around X (π, 0) instead of large hole-like FSs centered at Γ (0, 0) and M (π, π) proposed in recent theoretical models. The anomalous temperature dependence of the low-energy spectrum indicates that the superconducting pairing develops in a highly interacting electronic state. Our results provide detailed information on the low-energy electronic structures and valuable insights for further experimental and theoretical studies of the pairing mechanism in the BiS2based superconductors.",inline_phrase,"In summary,",We acknowledge,538,78,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/1402.1833v1_full.txt,1402.1833v1_full.txt,
True,"high-quality polycrystalline samples of LaO0.5F0.5BiS2 were obtained using high-pressure synthesis technique. The LaO0.5F0.5BiS2 sample prepared by heating at 700 ºC for 1 h under 2 GPa showed the highest Tc and shielding volume fraction. The estimated transition temperatures were Tconset = 11.1 and Tczero = 8.5 K in the electrical resistivity measurements and Tconset = 11.5 and Tcirr = 9.4 K in the magnetic susceptibility measurements. These values are higher than those of the LaO0.5F0.5BiS2 polycrystalline samples obtained from a conventional solid-state reaction. It was found that the high-Tc phase can be stabilized under high pressure and relatively-low heating temperature. XRD experiments indicated that to realize the high-Tc phase in BiS2-based superconductor, the smallest value of the c/a ratio of the lattice constants is essential. Since the superconducting properties of the HP-synthesized LaO0.5F0.5BiS2 sample is better than those of the solid-state-reacted samples and the HP-post-annealed samples, detailed investigations of superconducting properties using the HP sample will provide us with important information for elucidating the mechanisms of BiS2-based superconductivity.",inline_phrase,"In conclusion,",Acknowledgements,1203,168,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/1402.5189v2_full.txt,1402.5189v2_full.txt,
True,"We have studied magnetic and transport properties of the high-pressure-synthesized LaO0.5F0.5BiS2 poly crystalline sample under high magnetic fields. The temperature dependence of upper critical field shows anomalous behavior with a characteristic magnetic field of 8 T. We found that the anisotropy of upper critical field of the polycrystalline sample of LaO0.5F0.5BiS2 can be estimated by analyzing the characteristic temperatures in the d/dT-T curve. It was found that there were three kinds of upper critical field in LaO0.5F0.5BiS2. The lowest upper critical field 0HC2 min is regarded as the 0Hc2 when the magnetic fields are applied parallel to the c axis of the grain. The 0HC2 max and 0HC2 mid are regarded as the 0Hc2 where the superconducting states are suppressed for the grains with an orientation of H // ab. The difference between the 0HC2 max and 0HC2 mid could be explained by the anisotropy of superconducting states within the Bi-S plane, which is possibly caused by the lattice distortion or strain within the Bi-S plane. Hence, the upper critical fields 0HC2 a-axis and 0HC2 b-axis are different due to the difference of effective mass. The fraction of the grains in superconducting states decreases with increasing magnetic field in the order of 0 T, 0HC2 min, 0HC2 mid and 0HC2 max. Above 0HC2 max, all the grains become non-superconducting. The estimated d0HC2 max/dT, d0HC2 mid/dT and d0HC2 min/dT are -7.05 (T/K), -2.60 (T/K) and -0.95 (T/K), respectively. The anisotropy parameter for upper critical field estimated using d0HC2 max/dT and d0HC2 min/dT is 7.4, which is clearly lower than the anisotropy parameter of over 30 in the previous report for LaO1-xFxBiS2 single crystals (Tc ~ 3 K) grown at ambient pressure. This indicates that the larger anisotropy of superconductivity is not essential for the enhancement of Tc, and the lower anisotropy might be important for a higher Tc in LaO1-xFxBiS2. Moreover, the evolution of the in-plane anisotropy within the Bi-S plane may play an important role for the enhancement of Tc in LaO1-xFxBiS2.",section_header_strict,4. Conclusion,Acknowledgements,2091,332,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/1404.3798v1_full.txt,1404.3798v1_full.txt,
True,"The effect of the element substitution within the superconducting layer on superconductivity in the BiS2-based superconductor NdO0.5F0.5BiS2 was investigated. The polycrystalline samples of NdO0.5F0.5Bi(S1-xSex)2 and NdO0.5F0.5Bi1-ySbyS2 (x, y = 0, 0.1 and 0.2) were synthesized by the two-step solid state reaction method. When S was substituted by Se, the lattice constant of the a axis increased, and the superconducting properties (Tc and shielding volume fraction) were degraded. When Bi was substituted by Sb, the lattice constant of the c axis decreased, and a metal-insulator transition was observed. The element substitution within the superconducting layer degrades superconductivity in the NdO1-xFxBiS2 system.",section_header_strict,4. Conclusions,Acknowledgements,721,100,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/1404.6359v2_full.txt,1404.6359v2_full.txt,
True,"We investigated the crystal structure and superconducting properties of the As-grown and HP samples of CeO0.3F0.7BiS2. We found that both As-grown and HP samples show bulk superconductivity. The lattice constant of a and c axis does not show a remarkable differences between the As-grown and HP samples. Nevertheless, the peak symmetry of the (200) peak seems to become more symmetric by high-pressure annealing while the (004) peak does not show such a difference, indicating that the crystal structure within the ab plane changed to a higher-symmetric phase, more perfect tetragonal, by high-pressure annealing in CeO0.3F0.7BiS2. The Tc of CeO0.3F0.7BiS2 increased from Tc zero = 2.7 K to Tc zero = 3.7 K by high-pressure annealing. We assume that the increase in Tc could be explained by a change in the crystal structure symmetry within the ab plane or optimization of the local atomic coordinates without any changes in lattice constants.",section_header_strict,4. Conclusion,Acknowledgements,943,150,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/1404.6361v3_full.txt,1404.6361v3_full.txt,
True,"In summary, a layered compound LaOBiSSe was synthesized by solid-state reaction method. By F-doping at the O site which induces electron carriers, this compound can be much easily turned into superconducting with a higher Tc than the F-doped LaOBiS2 superconductors. The F-doping effect was systematically studied, which introduce electron carriers and causes lattice shrinkage mainly along the c-axis of the crystal lattice, and lead to a highest Tc of 3.8 K in the optimally doped LaO0.5F0.5BiSSe superconductor.",section_header_strict,4. Conclusions,Acknowledgements,514,77,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/1404.7562v1_full.txt,1404.7562v1_full.txt,
True,"We study normal state electrical, thermoelectrical and thermal transport in polycrystalline undoped LaOBiS2 and doped LaO0.5F0.5BiS2 samples, prepared either by conventional solid-state reaction at ambient pressure or by additional high pressure annealing. All our samples present common behaviors such as semiconducting resisitivity, diffusive and negative Seebeck effect and thermal transport dominated by phonon contribution. However, the major difference between doped LaO0.5F0.5BiS2 samples, prepared either by conventional solid-state reaction at ambient pressure or by high pressure annealing, lies in the sign and magnitude of the Hall resistance, which is positive in sign and larger in magnitude in the former sample and negative in sign and smaller in magnitude in the latter sample. This finding indicates the role played by the multiband character of these compounds. The higher electron concentration of samples prepared by high pressure annealing may be closely related to the enhanced superconducting Tc11 K and to the change of structural parameters. Our results indicate that not only charge carrier densities, but also band and electronic parameters are affected by preparation conditions. This work should trigger ab initio calculations which could provide a theoretical framework for our experimental outcomes.",section_header_strict,Conclusions,Acknowledgments,1332,189,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/1405.3832v2_full.txt,1405.3832v2_full.txt,
True,The phase pure tetragonal CeO0.5F0.5BiS2 superconductor with Tc=2.2 K has been synthesized using solid state reaction route and studied the effect of hydrostatic pressure on its normal state and superconducting properties. The superconducting transition temperature of the synthesized compound is enhanced fourfold from around 2 K to 8 K at 1.97 GPa. The electrical resistivity data in the entire temperature range has been fitted using activation type equation revealing significant improvement in electrical conduction under pressure. The estimated value of the upper critical field for this compound at 1.97 GPa is above 5 Tesla. The observation of fourfold increase in Tc accompanied with improved normal state conduction under just above 1GPa hydrostatic pressure on CeO0.5F0.5BiS2 superconductor calls for the attention of solid state,section_header_strict,"7 
 
Conclusion","physics community.  
Acknowledge",840,123,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/1405.5976v2_full.txt,1405.5976v2_full.txt,
True,"Single crystals of La(O, F)BiSe2 were successfully grown by the CsCl flux method. The X-ray structural analysis revealed La(O, F)BiSe2 crystalized with space group P4/nmm (lattice parameters a = 4.1408(2) Å, c = 14.1096(6) Å). The magnetic susceptibility and resistivity measurement clearly showed the superconducting transition at 3.6 K. The structural analysis suggested a possibility of raising up the Tc if the corrugated Bi-Se layer could be flatten by applying chemical or physical pressure as well as BiS2-based superconductors.",section_header_strict,4. Conclusion,"10 
 
Acknowledgment",535,79,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/1406.0734v1_full.txt,1406.0734v1_full.txt,
True,"In conclusion, we reported the impact of hydrostatic pressure on the superconductivity of BiS2 based new superconductors LaO0.5F0.5BiS2, PrO0.5F0.5BiS2 and NdO0.5F0.5BiS2. Superconductivity is enhanced dramatically with improved normal state conduction for all the studied systems. These results call for unusual superconductivity in these systems along with strong electron correlations. The upper critical field is estimated from electrical resistivity under magnetic field and applied pressure data and found to be 15.9Tesla, 8.8 Tesla and 8.2Tesla for LaO0.5F0.5BiS2, PrO0.5F0.5BiS2, and NdO0.5F0.5BiS2. It seems the BiS2 based superconductors are quite robust against magnetic field. Our results are in confirmation with the very recent report by Wolowiec et al.[23,24], with an added feature on upper critical field of the under pressure samples. These results on new BiS2 based superconductors are thought provoking and do call for the attention of condensed matter physics community.",section_header_strict,Conclusion:,Acknowledgement:,991,139,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/1406.4231v2_full.txt,1406.4231v2_full.txt,
