success,error,filepath,filename,content,method,pattern_matched,start_position,stop_position,length,char_count,word_count
True,,/content/drive/MyDrive/TFM/data/processed/corpus_text_dumps/1304.4386v1_full.txt,1304.4386v1_full.txt,"In conclusion, we have successfully synthesized a series of BiS2 layer based Bi6O4S4(SO4)1-x superconductors with varying SO4 concentration. The optimally doped superconducting sample Bi4O4S3 has transition temperature 5.3 K which is the highest Tc reported for this compound. The crystal structure establishes the increase in the c-axis for superconducting sample to that of the parent Bi6O8S5 that relates to the bending of Bi2-S2-Bi2 bond in the BiS2 layer. The upper critical field was estimated ~2.75T for ρonset and zero temperature coherence length ξGL(0) ~ 110 Å for Hc2(ρonset). The pinning potential U0 scales as B-0.3 for B < 0.1T. Hall measurements confirm dominance of electronic conduction and in conjuction with thermoelectric power data, the Sommerfeld's constant is estimated to be ~ 1.113 mJ/K2 mol. The energy gap calculated through rf susceptibility establishes this system to be strongly coupled superconductor and the data fits well for an isotropic S wave gap. Acknowledgment PS is grateful to UGC, India for the award of a Dr D S Kothari postdoctoral fellowship. Shruti acknowledge the UGC for providing her the JRF fellowship. Technical support from AIRF is gratefully acknowledged. This work is performed under the sponsorship of DSTFIST.",section_header,Conclusions,22438.0,23731.0,1264.0,1264.0,194.0
False,No conclusion section found,/content/drive/MyDrive/TFM/data/processed/corpus_text_dumps/1304.5032v2_full.txt,1304.5032v2_full.txt,,,,,,,,
True,,/content/drive/MyDrive/TFM/data/processed/corpus_text_dumps/1305.6913v1_full.txt,1305.6913v1_full.txt,"In conclusion, a study of temperature dependent magnetic penetration depth and super fluid density in the newly discovered layered sulphide Bi4O4S3 superconductor confirms a fully gapped s-wave pairing in the strong coupling limit. The low temperature  T  values show exponential temperature dependence.   tends to be rather fIat below 0.5Tc and marks the signature of fully developed superconducting gap. Superfluid density is very best fitted with single gap s-wave equation with gap ratio 2Δ0=7.2kBTc that indicates the existence of strong electron phonon coupling in this primary BiS2 based layered superconductor. Acknowledgment Shruti acknowledge UGC for providing her the JRF fellowship. PS is grateful to UGC, India for the award of a Dr D S Kothari postdoctoral fellowship. Technical support from AIRF is gratefully acknowledged. SP acknowledges support under DST - FIST program of Govt. of India.",section_header,Conclusion,18401.0,19338.0,911.0,911.0,139.0
True,,/content/drive/MyDrive/TFM/data/processed/corpus_text_dumps/1306.3346v2_full.txt,1306.3346v2_full.txt,"The correlation between crystal structure and superconducting properties of the BiS2-based superconductor LaO0.5F0.5BiS2 has been investigated. We have synthesized LaO0.5F0.5BiS2 polycrystalline samples with various annealing conditions up to 3 steps. The HP annealing generates uniaxial strain along the c axis. The generated strain is returned to the initial state of the As-grown sample by annealing the sample in an evacuated quartz tube at 700 ºC. The highest superconducting properties, Tc and shielding fraction, are observed in the HP sample, and the superconducting properties is degraded by reducing the uniaxial strain. On the basis of those results, we conclude that the enhancement of the superconducting properties in LaO1-xFxBiS2 by applying post-annealing under high pressure is caused by the generation of the uniaxial strain along the c axis.",section_header,Conclusion,12352.0,13230.0,860.0,860.0,126.0
False,No conclusion section found,/content/drive/MyDrive/TFM/data/processed/corpus_text_dumps/1306.6393v3_full.txt,1306.6393v3_full.txt,,,,,,,,
True,,/content/drive/MyDrive/TFM/data/processed/corpus_text_dumps/1307.0645v2_full.txt,1307.0645v2_full.txt,"In summary, we have carried out the temperature dependence high pressure electrical resistivity measurements up to ~1.8 GPa for BiS2 based Bi4O4S3 and NdO0.5F0.5BiS2 novel layered superconductors. Also, we have investigated the variation of Tc at different applied pressures using four probe techniques. The Tc onset decreases gradually from 4.8 K to 4.3 K in Bi4O4S3 for all the applied pressures (0 to 1.4 GPa) and therefore it holds a negative pressure coefficient of -0.287 K/GPa. Contrarily, the pressure effect on Tc of NdO0.5F0.5BiS2 has positive pressure coefficient where the Tc onset increases up to 1.31 GPa at a rate of 0.435 K/GPa and thereafter it reduces for further enhancement of pressure becomes negative coefficient (dTc onset/dP= -0.1714 K/GPa K/GPa) on Tc at high pressure of 1.75 GPa. The present results of hydrostatic pressure studies on electrical resistivity of these two BiS2 based superconductors from  vs T studies suggest that the change of Tc and superconducting state under pressure obtained for both compounds are to quite different from each other. Further theoretical and other experimental studies are required to understand the BiS2 based series of superconducting materials. Acknowledgements The author S. Arumugam wishes to thank DST (SERC, IDP, FIST) and UGC for the financial support. G. Kalai Selvan would like to thank UGC- BSR for the meritorious fellowship. M. Kanagaraj and S. Esakki Muthu, acknowledge the CSIR for the fellowship. Rajveer Jha acknowledges the CSIR for the senior research fellowship. This research at NPL is supported by DAE-SRC outstanding investigator scheme to work on search for new superconductors.",inline_phrase,"In summary,",12262.0,13979.0,1668.0,1668.0,259.0
True,,/content/drive/MyDrive/TFM/data/processed/corpus_text_dumps/1307.4157v5_full.txt,1307.4157v5_full.txt,"We have observed a striking enhancement of superconductivity accompanying the suppression of semiconducting behavior with pressure in the LnO0.5F0.5BiS2 compounds (Ln = La, Ce) at critical pressures of ∼1.1 GPa and ∼2.0 GPa for Ln = La and Ce, respectively. There is markedly similar behavior in the electrical resistivity measurements under applied pressure for these two BiS2-based superconductors LaO0.5F0.5BiS2 and CeO0.5F0.5BiS2. Electrical resistivity measurements reveal that for both compounds, the suppression of their semiconducting behavior is hysteretic upon application of pressure. The semiconducting behavior of the electrical resistivity is consistent with two energy gaps that are suppressed with pressure in a similar way. The pressure dependence of the electrical resistivity exhibits hysteresis below a critical pressure where there is a change in slope of log(ρ) vs. P and where the maximum value of Tc is observed. Furthermore, for both compounds, we have discovered a continuous and reversible transient region between regions of low and high Tc, which is characterized by a broadening of the superconducting transition; however, the mechanism behind the broadening of the superconducting transitions between the lower and higher Tc regions is unclear. The broadening could be a simple consequence of the sensitive pressure-dependence of Tc in this region, which, when coupled with even a modest pressure gradient, could result in broader measured superconducting transitions. Sample inhomogeneity might also be responsible for the distribution of transition pressures seen in the broadening region, and the possibility of pressure-induced structural phase transitions is currently being investigated with x-ray diffraction measurements under pressure. Given the striking similarity in behavior for these two BiS2-based superconductors, further electrical resistivity measurements under pressure on other compounds could point to characteristic behavior of BiS2-based superconductors in general. In experiments currently underway we have observed the same qualitative behavior for the NdO0.5F0.5BiS2 and PrO0.5F0.5BiS2 compounds as were observed in the the LaO0.5F0.5BiS2 and CeO0.5F0.5BiS2 compounds suggesting this is indeed a general phenomenon in the class of LnO0.5F0.5BiS2 compounds. Our results on the NdO0.5F0.5BiS2 compound may be compared to the recently reported study of NdO0.5F0.5BiS2 specimens prepared in a solid state reaction by Selvan et al.16 For the compounds with Ln = La, Ce and Pr, there is a dramatic decrease in the electrical resistivity with pressure that reflects a continuous suppression of semiconducting behavior. Although the temperature coefficient of the electrical resistivity, dρ/dT, at the highest pressures is small for these Ln = La, Ce and Pr compounds, the coefficient nevertheless remains negative (dρ/dT < 0), so that we cannot definitely conclude that the metallic state has been achieved. We have, however, been able to reach a metallic state for Ln = Nd, indicated by a positive temperature coefficient of resistivity (dρ/dT > 0), consistent with a semiconductor-metal transition. Experiments to pressures in excess of 3 GPa are currently under way to see if definitive metallic states (i. e., dρ/dT > 0) can be attained for the Ln = La, Ce, and Pr compounds. Acknowledgments High pressure research at the University of California, San Diego (UCSD) was supported by the National Nuclear Security Administration under the Stewardship Science Academic Alliance Program through the U. S. Department of Energy (DOE) under Grant No. DE-5209NA29459. Sample synthesis at UCSD was sponsored by the U. S. Air Force Office of Scientific Research under MURI Grant No. FA9550-09-1-0603 (""Broad-based search for new and practical superconductors,"" involving the University of Maryland, Iowa State University, and the University of California, San Diego). Characterization of samples at ambient pressure was supported by the U. S. DOE Grant No. DE-FG02-04-ER46105. We would like to thank V. Taufour, S. L. Bud'ko, and P. C. Canfield of Iowa State University for performing magnetization measurements under pressure on several LaO1-xFxBiS2 samples under the auspices of the above mentioned AFOSR MURI project. ∗Corresponding Author: mbmaple@ucsd. edu 1 Y. Mizuguchi, H. Fujihisa, Y. Gotoh, K. Suzuki, H. Usui, K. Kuroki, S. Demura, Y. Takano, H. Izawa, and O. Miura, Phys. Rev. B 86, 220510(R) (2012). 2 S. K. Singh, A. Kumar, B. Gahtori, S. Kirtan, G. Sharma, S. Patnaik, and V. P. S. Awana, J. Am. Chem. Soc. 134, 16504 (2012). 3 B. Li, Z. W. Xing, and G. Q. Huang, arXiv p. 1210.1743 (2012). 4 R. Jha, A. Kumar, S. K. Singh, and V. P. S. Awana, J. Sup. and Novel Mag. 26, 499 (2013). 5 R. Jha, A. Kumar, S. K. Singh, and V. P. S. Awana, J. Appl. Phys. 113, 056102 (2013). 6 K. Deguchi, Y. Mizuguchi, S. Demura, H. Hara, T. Watanabe, S. J. Denholme, M. Fujioka, H. Okazaki, T. Ozaki, H. Takeya, et al., Europhys. Lett. 101,",section_header,SUMMARY,28035.0,,4979.0,4979.0,763.0
True,,/content/drive/MyDrive/TFM/data/processed/corpus_text_dumps/1307.4877v1_full.txt,1307.4877v1_full.txt,"In summary, we have investigated the electrical resistivity under external hydrostatic pressures of up to 2.19GPa for BiS2-based polycrystalline PrO0.5F0.5BiS2 layered superconductor. The superconducting transition temperature (Tc) of PrO0.5F0.5BiS2 is monotonically enhanced from 3.7 to 4.7K (2.19GPa). The positive pressure coefficient of PrO0.5F0.5BiS2 superconductors denotes the possibility of a strong inherent carrier interaction on DOS at N(EF) under pressure. An observed decreasing of electron correlation effect from the values of electron-electron scattering factor (A) and residual resistivity (ρ0) seems noticeable which may occur due to unusual change of hybridization of Pr3+(4f) and Bi3+(6p) on the spacer and conducting layers under external hydrostatic pressure. Furthermore studies are required on both theoretical side and experimental high pressure investigations on PrO0.5F0.5BiS2 superconductor.",section_header,Conclusion,14057.0,14987.0,919.0,919.0,119.0
True,,/content/drive/MyDrive/TFM/data/processed/corpus_text_dumps/1308.1072v3_full.txt,1308.1072v3_full.txt,"0 2 0 4 8 T c (K) Pressure (GPa) LaO 0.5 F 0.5 BiS CeO 0.5 F 0.5 BiS PrO 0.5 F 0.5 BiS NdO 0.5 F 0.5 BiS (a) P t 1 0 4 8 LaO 0.5 F 0.5 BiS CeO 0.5 F 0.5 BiS PrO 0.5 F 0.5 BiS NdO 0.5 F 0.5 BiS P t (GPa) Ln in (Ln)O 0.5 F 0.5 BiS La Ce Pr Nd (b) La Ce Pr Nd Increase in T c (K) Figure 4: (colour online) (a) Tc vs pressure plotted for the four compounds LnO0.5F0.5BiS2 (Ln = La, Ce, Pr, Nd). The black arrows emphasize the transition pressure Pt which is defined in the text. (b) Transition pressure Pt plotted as a function of Ln in LnO0.5F0.5BiS2. The inset displays the increase in Tc at Pt as a function of Ln. Dashed lines are guides to the eye. Both the temperature dependence of the electrical resistivity ρ and the evolution Enhancement of superconductivity in BiS2-based superconductors Table 1: Tc data for LnO0.5F0.5BiS2 (Ln = La, Ce, Pr, Nd). Ln low Tc (K) max. Tc (K) increase in Tc (K) Pt (GPa) La 2.9 10.1 7.2 0.56 Ce 1.9 6.7 4.8 1.25 Pr 3.5 7.6 4.1 1.59 Nd 3.9 6.4 2.5 1.91 of Tc under applied pressure for the LnO0.5F0.5BiS2 (Ln = Pr, Nd) samples reported in section 3 of this paper are markedly similar to the results we recently reported for the LnO0.5F0.5BiS2 (Ln = La, Ce) compounds.[14] As shown in the phase diagrams displayed in Figure 4(a), each of the four compounds LnO0.5F0.5BiS2 (Ln = La, Ce, Pr, Nd) exhibits an abrupt pressure-induced transition from a low Tc superconducting phase at lower pressure to a high Tc superconducting phase at higher pressure. In the four compounds, the pressure-induced transition observed in the superconducting state is coincident with changes in the suppression of the electrical resistivity ρ in the normal state. The rate of suppression of semiconducting behaviour (Figure 3(a)) and the rate of decrease in the energy gap ∆1 (Figure 3(b)) both saturate at pressures that correlate with the transition pressure into the high Tc superconducting phase. In the specific case of the NdO0.5F0.5BiS2 compound, a semiconductor-metal transition occurs at Pt. These changes in the normal state electrical resistivity indicate there may be significant increases in the charge carrier density during the rapid increase in Tc that occurs between the two superconducting phases.[17] The transition pressures Pt, indicated by the black arrows in the temperaturepressure phase diagrams of Figure 4(a), were defined as the pressure corresponding to the value of Tc at the midpoint between the values of Tc in the low and high Tc phases immediately preceding and following the transition. Pt is plotted as a function of lanthanide element (Ln = La, Ce, Pr, Nd) in LnO0.5F0.5BiS2 in Figure 4(b). There is a clear linear relationship between the increasing atomic number of Ln and an increase in Pt. The magnitude of the ""jump"" in Tc also scales with the atomic number of the Ln element in LnO0.5F0.5BiS2 as clearly shown in the inset of Figure 4(b). The pressureinduced increase in Tc decreases in magnitude as the atomic number of the lanthanide element increases. The lengths of the vertical bars in Figure 4(b) represent the respective pressure windows over which the transitions from the low Tc phase to the high Tc phase occurred in each of the four compounds. The pressure range over which the transition occurs also decreases with increasing atomic number of Ln in LnO0.5F0.5BiS2. Table 1 contains values of low Tc, maximum Tc, overall increase in Tc (max. Tc - low Tc), and transition pressure Pt, for each compound. The evolution of Tc with pressure in the low Tc phase has recently been reported for the LnO0.5F0.5BiS2 (Ln = Pr, Nd) compounds in two studies by Selvan et al.[15, 16] Enhancement of superconductivity in BiS2-based superconductors For PrO0.5F0.5BiS2, they observed a gradual increase of Tc from 3.7 to 4.7 K with pressure up to ∼2.2 GPa.[16] For NdO0.5F0.5BiS2, they found a gradual evolution of Tc with pressure from 4.6 to 5.0 K up to a pressure of ∼1.3 GPa and then down from 5.0 to 4.8 K upon further application of pressure up to ∼1.8 GPa.[15] In both reports, however, there was no evidence of a transition characterized by a rapid increase in Tc. It is possible that slight variations in the chemical composition of the samples in their studies compared to those studied by us may be responsible for differences in the material's response to applied pressure. Furthermore, the pressure transmitting media used in this study (see section 2) and the transmitting fluid used in their studies [15, 16] may have different properties with regard to pressure gradients that can affect the measured pressure at which a transition occurs.[19] It is also possible that the pressures reached in their studies were lower than the pressure required to induce the transitions that we observed in this report. 5. Concluding remarks We have observed markedly similar behaviour in the temperature dependence of the normal state electrical resistivity and evolution of the superconducting critical temperature Tc under applied pressure for the two BiS2-based superconductors LnO0.5F0.5BiS2 (Ln = Pr, Nd). The qualitative behaviour observed for the two compounds in this study is strikingly similar to the results we recently reported for the two BiS2-based superconductors LnO0.5F0.5BiS2 (Ln = La, Ce).[14] In each of the four compounds LnO0.5F0.5BiS2 (Ln = La, Ce, Pr, Nd), there is a sizable enhancement of Tc in the superconducting state accompanying the suppression of semiconducting behaviour with pressure in the normal state. The suppression of the semiconducting behaviour in the normal state saturates at a critical pressure Pt which corresponds to the pressure where there is a transition between a low Tc superconducting phase and a high Tc superconducting phase. The semiconducting behaviour of the electrical resistivity in the normal state is consistent with an energy gap that is suppressed with pressure in a similar way. In the particular case of the NdO0.5F0.5BiS2 compound, there is a pressure-induced semiconductor-metal transition at Pt ≈2 GPa. The coincidence of the saturation of the suppression of semiconducting behaviour in the normal state electrical resistivity with the rapid increase in Tc indicates there may be significant increases in the charge carrier density in the vicinity of the pressureinduced transition. We found that the transition pressure Pt (see section 4) increases with increasing atomic number of the lanthanide element (Ln = La, Ce, Pr, Nd) in LnO0.5F0.5BiS2. However, the size of the increase in Tc between the two superconducting phases decreases as lanthanide atomic number increases. The scaling of both the transition pressure Pt and the size of the ""jump"" in Tc with the atomic number of the lanthanide element suggests that the pressure-induced transition between the two superconducting phases may be a structural transition; however, at present, the precise Enhancement of superconductivity in BiS2-based superconductors mechanism driving the enhancement of Tc with pressure is unknown. X-ray diffraction experiments under pressure on the LaO0.5F0.5BiS2 compound are currently underway to help determine whether the pressure-induced enhancement of Tc and the suppression of semiconducting behaviour are related to a structural transition. Acknowledgments The authors thank A. J. Friedman for his helpful work in the synthesis of the LnO0.5F0.5BiS2 (Ln = La, Ce, Pr, Nd) compounds. High pressure research at the University of California, San Diego (UCSD) was supported by the National Nuclear Security Administration under the Stewardship Science Academic Alliance Program through the U. S. Department of Energy (DOE) under Grant No. de-na0001841. Sample synthesis at UCSD was sponsored by the U. S. Air Force Office of Scientific Research under MURI Grant No. FA9550-09-1-0603. Characterization of samples at ambient pressure was supported by the U. S. DOE Grant No. DE-FG02-04-ER46105.",section_header,4. Discussion,17271.0,25267.0,7904.0,7904.0,1299.0
False,No conclusion section found,/content/drive/MyDrive/TFM/data/processed/corpus_text_dumps/1309.6400v1_full.txt,1309.6400v1_full.txt,,,,,,,,
True,,/content/drive/MyDrive/TFM/data/processed/corpus_text_dumps/1309.7282v2_full.txt,1309.7282v2_full.txt,"In summary, resistivity and µSR measurements have been performed on superconducting Bi4O4S3. Temperature dependence of the upper critical fields and also the absolute value, Hc2(0) = 15.3(4) kOe were determined from the resistivity measurements. The Hc2(T ) data shows a positive curvature close to Tc, which is a sign of multi-gap superconductivity in Bi4O4S3. ZFµSR data show no sign of magnetic anomaly in the superconducting ground state of Bi4O4S3. The temperature dependence of λ-2 is compatible with a twogap s-wave model with the zero-temperature gap values, ∆1(0) = 0.93(3), ∆2(0) = 0.09(4) meV and penetration depth, λ(0) = 861(17) nm. The presence of two superconducting gaps in Bi4O4S3 is predicted by theoretical works such as first principles band structure calculations suggesting two band crossing the Fermi surface and the RPA analysis of a two-orbital model for the BiS2based superconductors [10, 11]. Hall, Seebeck coefficients and magnetoresistance measurements also further support our experimental finding [13, 15]. It is worth mentioning that even though our data are more compatible with a two-gap model, a single-gap model can not be ruled out completely. Our results show that Bi4O4S3 is a bulk superconductor with a fully developed node-less superconducting energy gap and extremely low superfluid density compared to other layered superconductors. The µSR experiments were performed at the Swiss Muon Source (SµS), Paul Scherrer Institute (PSI, Switzerland). Work at Brookhaven is supported by the Center for Emergent Superconductivity, an Energy Frontier Research Center funded by the DOE Office for Basic Energy Science (H. L. and C. P.). P. K. B. would like to acknowledge M. Medarde and R. Sibille for their assistance in the transport measurements. ∗Corresponding author: pabitra. biswas@psi. ch † Present address: Frontier Research Center, Tokyo Institute of Technology, 4259 Nagatsuta, Midori, Yokohama 226-8503, Japan. ‡ Corresponding author: elvezio. morenzoni@psi. ch [1] Y. Mizuguchi, H. Fujihisa, Y. Gotoh, K. Suzuki, H. Usui, K. Kuroki, S. Demura, Y. Takano, H. Izawa, and O. Miura, Phys. Rev. B 86, 220510(R) (2012). [2] S. K. Singh, A. Kumar, B. Gahtori, Shruti, G. Sharma, S. Patnaik, and V. P. S. Awana, J. Am. Chem. Soc. 134, 16504 (2012). [3] J. G. Bednorz, and K. A. Muller, Z. Physik B 64, 189 (1986). [4] Y. Kamihara, T. Watanabe, M. Hirano, and H. Hosono, J. Am. Chem. Soc. 130, 3296 (2008). [5] F.-C. Hsu, J.-Y. Luo, K.-W. Yeh, T.-K. Chen, T.-W. Huang, P. M. Wu, Y.-C. Lee, Y.- L. Huang, Y.-Y. Chu, D.-C. Yan, and M.-K. Wu, Proc. Natl. Acad. Sci. USA 105, 14262 (2008). [6] Y. Mizuguchi, S. Demura, K. Deguchi, Y. Takano, H. Fujihisa, Y. Gotoh, H. Izawa, and O. Miura, J. Phys. Soc. Jpn. 81 114725 (2012). [7] J. Xing, S. Li, X. Ding, H. Yang, and H.-H. Wen, Phys. Rev. B 86, 214518 (2012). [8] R. Jha, A. Kumar, S. K. Singh, and V. P. S. Awana, J. Sup. and Novel Mag. 26, 499 (2013). [9] S. Demura, Y. Mizuguchi, K. Deguchi, H. Okazaki, H. Hara, T. Watanabe, S. J. Denholme, M. Fujioka, T. Ozaki, H. Fujihisa, Y. Gotoh, O. Miura, T. Yamaguchi, H. Takeya, and Y. Takano, J. Phys. Soc. Jpn. 82 033708 (2013). [10] H. Usui, K. Suzuki, and K. Kuroki, Phys. Rev. B 86, 220501(R) (2012). [11] G. B. Martins, A. Moreo, and E. Dagotto, Phys. Rev. B 87, 081102(R) (2013). [12] H. Kotegawa, Y. Tomita, H. Tou, H. Izawa, Y. Mizuguchi, O. Miura, S. Demura, K. Deguchi, and Y. Takano, J. Phys. Soc. Jpn. 81 103702 (2012). [13] S. G. Tan, P. Tong, Y. Liu, W. J. Lu, L. J. Li, B. C. Zhao, and Y. P. Sun, Eur. Phys. J. B. 85, 414 (2012). [14] Shruti, P. Srivastava, and S. Patnaik, arXiv:1305.6913. [15] S. Li, H. Yang, J. Tao, X. Ding, and H.-H. Wen, Sci. China-Phys. Mech. Astron. 56, 2019 (2013). [16] C. Sathish, H. L. Feng, Y. Shi, and K. Yamaura, Journal of the Physical Society of Japan 82, 074703 (2013). [17] A. Suter, and B. M. Wojek, Physics Procedia 30, 69 (2012). [18] S. V. Shulga, S.-L. Drechsler, G. Fuchs, K.-H. M¨uller, K. Winzer, M. Heinecke, and K. Krug, Phys. Rev. Lett. 80, 1730 (1998). [19] I. Shigeta, T. Abiru, K. Abe, A. Nishida, and Y. Matsumoto, Physica C 392-396, 359 (2003). [20] Y. Takano, H. Takeya, H. Fujii, H. Kumakura, T. Hatano, K. Togano, H. Kito, and H. Ihara, Appl. Phys. Lett. 78, 2914 (2001). [21] A. B. Karki, Y. M. Xiong, N. Haldolaarachchige, S. Stadler, I. Vekhter, P. W. Adams, D. P. Young, W. A. Phelan, and J. Y. Chan, Phys. Rev. B 83, 144525 (2011). [22] P. K. Biswas, M. R. Lees, A. D. Hillier, R. I. Smith, W. G. Marshall, and D. McK. Paul, Phys. Rev. B 84, 184529 (2011). [23] R. Micnas, J. Ranninger, and S. Robaszkiewicz, Rev. Mod. Phys. 62, 113 (1990). [24] R. Kubo, Hyperfine Interact. 8, 731 (1981). [25] J. E. Sonier, J. H. Brewer, and R. F. Kiefl, Rev. Mod. Phys. 72, 769 (2000). [26] E. H. Brandt, Phys. Rev. B 68, 054506 (2003). [27] A. Carrington, and F. Manzano, Physica C 385, 205 (2003). [28] H. Padamsee, and J. E. Neighbor, and C. A. Shiffman, J. Low Temp. Phys. 12, 387 (197",inline_phrase,"In summary,",17003.0,,4980.0,4980.0,865.0
True,,/content/drive/MyDrive/TFM/data/processed/corpus_text_dumps/1310.0377v1_full.txt,1310.0377v1_full.txt,"that the superconducting fluctuation exists at least up to 10 K from the angle dependent resistive data, although the bulk transition occurs at Tc = 5K. In order to further unravel the superconductivity in the sample, we have measured the scanning tunneling spectroscopy (STS) on the single crystals. The measurements were done with a commercial instrument Unisoku-11T with ultra-high vacuum system. The single crystals were cleaved under an ultra-high vacuum then followed by the measurements at a low temperature down to 0.4 K. The details of the measurements and results are given in Methods. One typical set of data measured at temperatures from 0.4 to 26 K is shown in Fig.5a. One can see that, the data measured at low temperatures exhibit clearly two sets of energy gaps, one small gap 3.0 5.3 ± ≈ ∆s meV and a larger gap 5.7 ± ≈ ∆s meV. The small gap is marked by the dashed red line in Fig.5b. Interestingly, at the bias voltage of the small gap, two coherence peaks appear at about 3.5 meV and gradually disappear at about 6 K. Therefore we can conclude that this small gap seems corresponding to the bulk superconducting transition at around 5 K. This feature can be easily observed in the STS with the data normalized by that at 8 K and shown in Fig.5c. As shown in Fig.5b, the larger gap, however, shows up as the energy features at about 7.5±1 meV at low temperatures, and as a suppression to the deferential conductance (dI/dV) or the quasiparticle density of states (DOS) at temperatures above 8 K. This feature can extend to high temperatures and gradually vanishes at about 26 K. One can naturally connect this larger gap to the giant superconducting fluctuations in the resistive measurements. In the resistive data shown in Fig.2a, one can see that the normal state reveals a semiconducting behavior when superconductivity is completely suppressed. Similar phenomenon was observed and emphasized in the polycrystalline CeO1-xFxBiS2 samples previously5,6. This is anti-intuitive to the BCS picture, since a metallic state should be recovered in the normal state. One may argue that this semiconducting behavior is induced by the localization effect of electrons in the low dimensional system as derived from the band structure calculations22,23. This scheme is however also not workable here. For a low dimensional system, impurities may induce a semiconducting behavior due to the localization effect, the magnetic field will weaken this localization effect and the semiconducting feature. While our observation is that, when the superconductivity is suppressed, the semiconducting feature above Tc shows up. In addition, the magnetic field seems enhancing this semiconducting effect in a certain field region. Another possibility is the possible Kondo-like scattering which will induce a semiconducting behavior. This explanation can also be excluded because we don't have this type of strong magnetic impurities in the samples. In addition, the weakening effect of the semiconducting behavior by the magnetic field in a Kondo system is not observed here. For this low dimensional system, there is however a tendency for the charge-density-wave (CDW). When the superconductivity is suppressed, the CDW tendency will be promoted and lead to a semiconducting feature. While the interesting point is that, the ""normal state"" here above Tc ≈ 4.83 K at zero field seems not showing even a weak or negligible semiconducting effect. If it were induced by the CDW tendency, it would show out above Tc even the field is zero. Therefore this semiconducting feature of the normal state under a magnetic field is non-trivial and requires further input. From the STS measurements we observed two gap features at different energies. The smaller gap 2.0 5.3 ± ≈ ∆s meV is corresponding to the bulk superconducting transition at about 5 K. Taking Tc = 4.83 K, the ratio c B s T k / 1∆ = 16.8! This is much larger than the theoretical value 3.5 in the weak coupling limit of the BCS model. If we use the upper boundary of the superconducting fluctuation temperature, for example 20 K as the pairing temperature, we have c B s T k / 1∆ =4.06, which is not far from the BCS value 3.5. This probably suggests that the superconducting pairing occurs at a high temperature (for example 20 K). Because of the very low dimensionality, the superconducting fluctuation is very strong, and the bulk transition at about 5 K is actually corresponding to the phase coherence temperature. This gives strong resemblance to the case in cuprate superconductors. Following this line, the gap feature at 5.7 ± ≈ ∆s meV may be a pseudogap, which may be induced by the tendency of the CDW order, or by the local pairing governed by the valence fluctuation effect of the Bi2+ and Bi3+ ionic states24. If the latter mechanism is proved, this interesting BiS2-based superconductor will provide us a new platform for th",section_header,conclusion,10034.0,,4898.0,4898.0,813.0
True,,/content/drive/MyDrive/TFM/data/processed/corpus_text_dumps/1310.1213v2_full.txt,1310.1213v2_full.txt,"We succeeded the growth of F-substituted ROBiS2 (R: La, Ce, Nd) single crystals by using CsCl/KCl flux with different rare earth metals and F substituted contents. The increase of F contents in the starting materials enhanced substituted values of F in the single crystals, but the further increase from 70 % in the starting materials gave the maximum substituted values in the single crystals. These maximum substituted values in the single crystals depended on different rare earth elements. The transport properties of the obtained single crystals were investigated. While their superconducting anisotropies (γs) of the single crystals of RO1-yFyBiS2 (R: La, Nd y = 0.23-0.46) were estimated to be 30-45, that of R = Ce (y = 0.53-0.66) became lower values of 13-21. The F-substituted CeOBiS2 single crystals exhibited magnetic order at about 7 K in addition to the superconducting transition at approximately 3 K. Further investigation of obtained single crystals is needed for the origin of these exceptional properties. Acknowledgments The authors would like to thank Drs. M. Fujioka and H. Okazaki of the National Institute for Materials Science for useful discussions. 11",section_header,4. Conclusions,10912.0,12121.0,1178.0,1178.0,184.0
True,,/content/drive/MyDrive/TFM/data/processed/corpus_text_dumps/1310.1695v2_full.txt,1310.1695v2_full.txt,"In summary, we have successfully synthesized a series of BiS2-based Sr1-xLaxFBiS2 polycrystalline samples. Through the measurements of resistivity and magnetic susceptibility, the parent compound was found to be semiconducting-like with an thermal activation energy Eg ∼38 meV. Via the partial La doping on Sr sites, however, the resistivity decreases sharply, and ultimately superconductivity emerges as x > 0.3 and it reaches Tc of 3.5 K at the optimal level of x = 0.55. The superconducting samples undergo a metal to semiconductor transition/crossover below Tmin, which is seen to be gradually suppressed with further doping whilst Tc remains nearly unchanged above the optimal doping. Hall effect measurements for the La-doped samples confirm that the sign change of RH from positive to negative may be ascribed to the suddenly topology change of the Fermi Surface. A drop in RH and the non-linear transverse resistivity ρxy with field are associated with the multi-band effect or a CDW instability. According to these measurements, an electronic phase diagram is thus established. Acknowledgments Y. K. Li would like to thank Bin Chen, Jinhu Yang, Hangdong Wang for useful discussions, and Xuxin Yang, Quanlin Ye for collaborative support. This work is supported by the National Basic Research Program of China (Grant No. 2011CBA00103 and 2012CB821404), NSFC (Grant No. 11174247, 11104053, 61376094, 11104051).",section_header,4. Conclusion,14835.0,16247.0,1416.0,1416.0,215.0
